number,opened_at,priority,state,assignment_group,assignee,cmdb_ci_class,short_description,ttc_hours,closed_at,sla_breach
INC109129,2025-08-19,4 - Low,Closed,Network,user284,cmdb_ci_app,User cannot access ServiceNow,15.286984016936923,2025-08-19 15:17:13.142460972,0
INC109130,2025-08-13,2 - High,New,HR Tech,user201,cmdb_ci_server,Password reset requested,6.033184285904672,,0
INC109131,2025-08-05,3 - Moderate,Closed,IT Support,user252,cmdb_ci_db_instance,Application error 500,11.791731132030796,2025-08-05 11:47:30.232075310,0
INC109132,2025-02-25,3 - Moderate,Resolved,Security,user047,cmdb_ci_app,Slow database performance,7.386936561816195,2025-02-25 07:23:12.971622538,0
INC109133,2025-01-31,2 - High,On Hold,IT Support,user173,cmdb_ci_network,User cannot access ServiceNow,4.731720345339256,2025-01-31 04:43:54.193243221,0
INC109134,2025-02-28,3 - Moderate,Resolved,Network,user129,cmdb_ci_server,VPN unstable,6.973928920858955,2025-02-28 06:58:26.144115092,0
INC109135,2025-08-23,4 - Low,New,Network,user194,cmdb_ci_server,Network latency issues,9.352395458496437,2025-08-23 09:21:08.623650587,0
INC109136,2025-04-17,2 - High,In Progress,IT Support,user496,cmdb_ci_server,Network latency issues,10.439690347566634,,0
INC109137,2025-07-10,2 - High,In Progress,Network,user476,cmdb_ci_network,Network latency issues,9.468828036975474,2025-07-10 09:28:07.780933111,0
INC109138,2025-01-18,2 - High,Resolved,Network,user356,cmdb_ci_network,Laptop will not boot,4.459784395123509,2025-01-18 04:27:35.223822444,0
INC109139,2025-08-14,4 - Low,In Progress,App Dev,user535,cmdb_ci_app,User cannot access ServiceNow,3.267558549233981,2025-08-14 03:16:03.210777242,0
INC109140,2025-06-16,3 - Moderate,In Progress,Security,user417,cmdb_ci_db_instance,Slow database performance,3.545248163710301,2025-06-16 03:32:42.893389357,0
INC109141,2025-03-12,3 - Moderate,In Progress,HR Tech,user230,cmdb_ci_db_instance,Password reset requested,6.32958744853374,2025-03-12 06:19:46.514814721,0
INC109142,2025-02-23,4 - Low,Resolved,App Dev,user048,cmdb_ci_network,Network latency issues,11.6707432574394,2025-02-23 11:40:14.675726781,0
INC109143,2025-09-02,2 - High,Closed,Network,user400,cmdb_ci_app,Application error 500,12.221901292371555,2025-09-02 12:13:18.844652537,1
INC109144,2025-03-17,3 - Moderate,In Progress,HR Tech,user495,cmdb_ci_app,Email down,4.93011798584724,,0
INC109145,2025-02-04,1 - Critical,In Progress,Network,user423,cmdb_ci_network,Laptop will not boot,7.650991082809416,,0
INC109146,2025-09-24,2 - High,Resolved,Security,user135,cmdb_ci_network,Email down,2.0769983717238487,2025-09-24 02:04:37.194138205,0
INC109147,2025-10-27,2 - High,On Hold,Network,user318,cmdb_ci_server,Slow database performance,5.696784835438127,2025-10-27 05:41:48.425407577,0
INC109148,2025-05-01,3 - Moderate,Resolved,IT Support,user337,cmdb_ci_db_instance,VPN unstable,4.902925160072334,,0
INC109149,2025-01-25,3 - Moderate,In Progress,IT Support,user104,cmdb_ci_server,Email down,4.019119498785049,2025-01-25 04:01:08.830195626,0
INC109150,2025-06-09,1 - Critical,Resolved,IT Support,user516,cmdb_ci_network,VPN unstable,8.25243683130833,2025-06-09 08:15:08.772592709,0
INC109151,2025-03-25,2 - High,In Progress,IT Support,user282,cmdb_ci_app,Slow database performance,22.422625082486054,2025-03-25 22:25:21.450296949,1
INC109152,2025-04-24,2 - High,In Progress,HR Tech,user397,cmdb_ci_db_instance,Application error 500,7.953598930295457,2025-04-24 07:57:12.956149063,0
INC109153,2025-08-11,2 - High,Resolved,IT Support,user427,cmdb_ci_app,Laptop will not boot,16.040195012264025,,1
INC109154,2025-06-15,2 - High,Closed,Network,user085,cmdb_ci_network,Application error 500,13.846406744216704,2025-06-15 13:50:47.064279180,1
INC109155,2025-07-10,2 - High,In Progress,App Dev,user289,cmdb_ci_db_instance,Email down,5.104066689211463,2025-07-10 05:06:14.640081161,0
INC109156,2025-06-24,4 - Low,Resolved,Network,user323,cmdb_ci_network,Email down,12.899764992313902,2025-06-24 12:53:59.153972330,0
INC109157,2025-01-01,3 - Moderate,In Progress,Network,user519,cmdb_ci_app,Email down,23.25740765395848,2025-01-01 23:15:26.667554250,0
INC109158,2025-08-17,4 - Low,Closed,Network,user076,cmdb_ci_network,User cannot access ServiceNow,2.704717562454648,2025-08-17 02:42:16.983224836,0
INC109159,2025-03-27,4 - Low,In Progress,Network,user443,cmdb_ci_server,User cannot access ServiceNow,13.833629912332572,2025-03-27 13:50:01.067684397,0
INC109160,2025-03-03,3 - Moderate,In Progress,App Dev,user365,cmdb_ci_db_instance,Email down,7.243651576708435,,0
INC109161,2025-07-25,3 - Moderate,Closed,IT Support,user066,cmdb_ci_network,Slow database performance,4.48474812214078,2025-07-25 04:29:05.093239706,0
INC109162,2025-04-15,3 - Moderate,In Progress,Security,user104,cmdb_ci_db_instance,VPN unstable,10.004384462255494,2025-04-15 10:00:15.784064119,0
INC109163,2025-10-18,3 - Moderate,Resolved,HR Tech,user044,cmdb_ci_db_instance,Network latency issues,10.192715003949564,2025-10-18 10:11:33.774014218,0
INC109164,2025-09-07,4 - Low,Closed,App Dev,user418,cmdb_ci_app,Laptop will not boot,30.80499978332807,,1
INC109165,2025-01-13,2 - High,Resolved,App Dev,user140,cmdb_ci_server,Network latency issues,4.628763173068736,2025-01-13 04:37:43.547423047,0
INC109166,2025-06-12,2 - High,Resolved,App Dev,user134,cmdb_ci_server,Password reset requested,7.944701191230532,2025-06-12 07:56:40.924288429,0
INC109167,2025-02-12,2 - High,In Progress,HR Tech,user488,cmdb_ci_network,Slow database performance,7.839901827409092,2025-02-12 07:50:23.646578672,0
INC109168,2025-04-21,4 - Low,Closed,Network,user224,cmdb_ci_db_instance,User cannot access ServiceNow,4.605220956497406,2025-04-21 04:36:18.795443390,0
INC109169,2025-07-24,3 - Moderate,In Progress,HR Tech,user080,cmdb_ci_server,Email down,3.610461099111908,2025-07-24 03:36:37.659956802,0
INC109170,2025-09-13,4 - Low,Closed,App Dev,user409,cmdb_ci_network,Email down,5.598274750034844,2025-09-13 05:35:53.789100125,0
INC109171,2025-05-24,3 - Moderate,Resolved,Network,user478,cmdb_ci_network,Laptop will not boot,7.053900983125174,2025-05-24 07:03:14.043539250,0
INC109172,2025-05-26,3 - Moderate,Resolved,App Dev,user552,cmdb_ci_app,Network latency issues,3.412463585365046,2025-05-26 03:24:44.868907314,0
INC109173,2025-06-13,3 - Moderate,In Progress,Security,user343,cmdb_ci_db_instance,Laptop will not boot,14.364746492824244,,0
INC109174,2025-06-18,3 - Moderate,In Progress,IT Support,user440,cmdb_ci_app,Email down,10.89903485946676,2025-06-18 10:53:56.525494080,0
INC109175,2025-10-25,4 - Low,In Progress,IT Support,user108,cmdb_ci_network,Password reset requested,2.7721905607075312,2025-10-25 02:46:19.886018547,0
INC109176,2025-08-21,3 - Moderate,Closed,App Dev,user113,cmdb_ci_app,Laptop will not boot,5.522546338920884,2025-08-21 05:31:21.166820115,0
INC109177,2025-09-28,3 - Moderate,Resolved,Network,user175,cmdb_ci_server,Laptop will not boot,8.37630488399195,,0
INC109178,2025-03-01,2 - High,Resolved,Security,user526,cmdb_ci_db_instance,VPN unstable,12.40952403216319,2025-03-01 12:24:34.286515787,1
INC109179,2025-10-23,3 - Moderate,Canceled,Security,user130,cmdb_ci_app,Email down,7.094128560075939,2025-10-23 07:05:38.862816273,0
INC109180,2025-08-23,3 - Moderate,Canceled,Network,user102,cmdb_ci_db_instance,Application error 500,11.941907509062876,2025-08-23 11:56:30.867032626,0
INC109181,2025-06-14,4 - Low,In Progress,Network,user238,cmdb_ci_db_instance,User cannot access ServiceNow,9.617298757380604,2025-06-14 09:37:02.275526570,0
INC109182,2025-07-13,4 - Low,In Progress,Security,user278,cmdb_ci_app,Email down,12.89918035868135,,0
INC109183,2025-08-22,3 - Moderate,On Hold,IT Support,user559,cmdb_ci_network,Password reset requested,4.146843612369227,2025-08-22 04:08:48.637004529,0
INC109184,2025-07-02,1 - Critical,Closed,IT Support,user578,cmdb_ci_network,Password reset requested,11.127818927595936,2025-07-02 11:07:40.148139345,0
INC109185,2025-08-20,4 - Low,On Hold,Security,user242,cmdb_ci_network,Password reset requested,7.264770870669021,2025-08-20 07:15:53.175134408,0
INC109186,2025-04-17,1 - Critical,In Progress,HR Tech,user377,cmdb_ci_server,Laptop will not boot,15.737295913174805,2025-04-17 15:44:14.265287429,1
INC109187,2025-08-11,3 - Moderate,Resolved,Security,user253,cmdb_ci_network,Password reset requested,4.071799389371723,2025-08-11 04:04:18.477801738,0
INC109188,2025-03-21,1 - Critical,Resolved,App Dev,user274,cmdb_ci_server,Slow database performance,9.743022871081974,2025-03-21 09:44:34.882335895,0
INC109189,2025-08-22,3 - Moderate,Closed,HR Tech,user231,cmdb_ci_db_instance,User cannot access ServiceNow,7.991296584045837,2025-08-22 07:59:28.667702565,0
INC109190,2025-07-03,3 - Moderate,Resolved,Network,user580,cmdb_ci_server,Email down,6.732918837442817,2025-07-03 06:43:58.507814794,0
INC109191,2025-07-04,3 - Moderate,Closed,Security,user296,cmdb_ci_db_instance,Application error 500,5.719877717320547,2025-07-04 05:43:11.559782353,0
INC109192,2025-05-14,4 - Low,In Progress,Security,user015,cmdb_ci_db_instance,Slow database performance,6.048114749701324,2025-05-14 06:02:53.213098924,0
INC109193,2025-08-08,3 - Moderate,Closed,HR Tech,user179,cmdb_ci_app,Laptop will not boot,21.405643814751997,2025-08-08 21:24:20.317733107,0
INC109194,2025-10-15,3 - Moderate,In Progress,Security,user223,cmdb_ci_db_instance,User cannot access ServiceNow,6.591080831441025,2025-10-15 06:35:27.890993187,0
INC109195,2025-07-21,3 - Moderate,Closed,App Dev,user426,cmdb_ci_app,User cannot access ServiceNow,20.399119956189104,2025-07-21 20:23:56.831842280,0
INC109196,2025-05-26,1 - Critical,Closed,IT Support,user215,cmdb_ci_server,Laptop will not boot,6.728057745094571,2025-05-26 06:43:41.007882340,0
INC109197,2025-05-07,3 - Moderate,Resolved,Security,user382,cmdb_ci_network,VPN unstable,8.592924399302559,2025-05-07 08:35:34.527837489,0
INC109198,2025-05-15,3 - Moderate,Resolved,IT Support,user047,cmdb_ci_app,Slow database performance,7.621157560055148,,0
INC109199,2025-04-24,3 - Moderate,Closed,Network,user350,cmdb_ci_network,Email down,21.15779967825576,2025-04-24 21:09:28.078841720,0
INC109200,2025-09-21,3 - Moderate,In Progress,Network,user562,cmdb_ci_network,Slow database performance,13.32584837565615,2025-09-21 13:19:33.054152362,0
INC109201,2025-03-05,3 - Moderate,On Hold,Security,user504,cmdb_ci_server,Password reset requested,5.318870025964712,2025-03-05 05:19:07.932093472,0
INC109202,2025-05-15,3 - Moderate,Closed,Network,user109,cmdb_ci_network,User cannot access ServiceNow,2.178302750633164,2025-05-15 02:10:41.889902279,0
INC109203,2025-02-10,3 - Moderate,Resolved,Security,user181,cmdb_ci_app,Network latency issues,5.420497207190119,2025-02-10 05:25:13.789945884,0
INC109204,2025-10-23,3 - Moderate,Closed,IT Support,user014,cmdb_ci_network,Slow database performance,17.62965681009363,2025-10-23 17:37:46.764516337,0
INC109205,2025-01-03,4 - Low,Resolved,HR Tech,user579,cmdb_ci_server,Laptop will not boot,2.9401145771087043,2025-01-03 02:56:24.412477591,0
INC109206,2025-07-13,3 - Moderate,Resolved,Security,user230,cmdb_ci_db_instance,User cannot access ServiceNow,2.2797181811552987,2025-07-13 02:16:46.985452159,0
INC109207,2025-04-20,1 - Critical,New,HR Tech,user532,cmdb_ci_app,Network latency issues,4.534320907318944,,0
INC109208,2025-08-09,3 - Moderate,In Progress,IT Support,user445,cmdb_ci_server,Password reset requested,3.390554835095038,2025-08-09 03:23:25.997406342,0
INC109209,2025-01-04,3 - Moderate,Closed,IT Support,user151,cmdb_ci_app,Slow database performance,3.859706229051041,2025-01-04 03:51:34.942424583,0
INC109210,2025-09-01,1 - Critical,In Progress,HR Tech,user535,cmdb_ci_db_instance,VPN unstable,1.352200218156305,2025-09-01 01:21:07.920785362,0
INC109211,2025-06-15,3 - Moderate,In Progress,Security,user389,cmdb_ci_network,Email down,8.700440578501057,2025-06-15 08:42:01.586082603,0
INC109212,2025-01-26,3 - Moderate,Closed,HR Tech,user564,cmdb_ci_server,Email down,9.937675536679908,2025-01-26 09:56:15.631932047,0
INC109213,2025-01-17,3 - Moderate,Resolved,Security,user201,cmdb_ci_db_instance,Laptop will not boot,6.568353834136725,2025-01-17 06:34:06.073802892,0
INC109214,2025-08-04,4 - Low,In Progress,Security,user534,cmdb_ci_app,Slow database performance,2.208433379442188,2025-08-04 02:12:30.360165991,0
INC109215,2025-04-02,4 - Low,On Hold,HR Tech,user211,cmdb_ci_network,Password reset requested,4.55660902331686,2025-04-02 04:33:23.792483940,0
INC109216,2025-01-31,2 - High,On Hold,IT Support,user581,cmdb_ci_db_instance,VPN unstable,9.722919692651036,2025-01-31 09:43:22.510893543,0
INC109217,2025-07-24,3 - Moderate,Canceled,App Dev,user466,cmdb_ci_network,Password reset requested,10.644522108281464,,0
INC109218,2025-07-26,3 - Moderate,Resolved,Network,user445,cmdb_ci_server,Email down,1.4109220182098254,2025-07-26 01:24:39.319265555,0
INC109219,2025-04-17,3 - Moderate,On Hold,App Dev,user231,cmdb_ci_db_instance,Laptop will not boot,7.789066780234484,2025-04-17 07:47:20.640408844,0
INC109220,2025-05-26,2 - High,In Progress,IT Support,user506,cmdb_ci_db_instance,Network latency issues,4.266067607445522,2025-05-26 04:15:57.843386803,0
INC109221,2025-04-11,2 - High,Closed,Network,user589,cmdb_ci_network,Password reset requested,7.428695175382153,2025-04-11 07:25:43.302631375,0
INC109222,2025-08-29,2 - High,Resolved,HR Tech,user254,cmdb_ci_network,Network latency issues,2.380483448039537,2025-08-29 02:22:49.740412942,0
INC109223,2025-09-04,4 - Low,In Progress,App Dev,user208,cmdb_ci_network,VPN unstable,1.6552707120269825,2025-09-04 01:39:18.974563297,0
INC109224,2025-06-12,2 - High,On Hold,Security,user523,cmdb_ci_server,Network latency issues,6.440787483591408,2025-06-12 06:26:26.834940929,0
INC109225,2025-06-22,2 - High,In Progress,IT Support,user067,cmdb_ci_server,User cannot access ServiceNow,6.888636777579412,2025-06-22 06:53:19.092399285,0
INC109226,2025-02-04,2 - High,Closed,IT Support,user350,cmdb_ci_network,VPN unstable,3.706023074941805,2025-02-04 03:42:21.683069790,0
INC109227,2025-10-11,3 - Moderate,Resolved,IT Support,user051,cmdb_ci_db_instance,Password reset requested,19.27541021178824,2025-10-11 19:16:31.476762437,0
INC109228,2025-01-21,2 - High,In Progress,App Dev,user316,cmdb_ci_app,Application error 500,4.168510481581608,2025-01-21 04:10:06.637733693,0
INC109229,2025-06-12,1 - Critical,In Progress,Security,user444,cmdb_ci_db_instance,VPN unstable,4.106596514536531,2025-06-12 04:06:23.747452331,0
INC109230,2025-04-07,3 - Moderate,In Progress,App Dev,user570,cmdb_ci_db_instance,Network latency issues,7.6021450555840415,,0
INC109231,2025-02-24,3 - Moderate,On Hold,Security,user076,cmdb_ci_server,VPN unstable,6.9217724919350925,2025-02-24 06:55:18.380970966,0
INC109232,2025-05-07,3 - Moderate,On Hold,Network,user049,cmdb_ci_server,Application error 500,4.183257494112969,2025-05-07 04:10:59.726978806,0
INC109233,2025-07-12,4 - Low,In Progress,HR Tech,user149,cmdb_ci_server,User cannot access ServiceNow,9.884321431867008,2025-07-12 09:53:03.557154721,0
INC109234,2025-08-31,1 - Critical,Closed,IT Support,user234,cmdb_ci_server,Email down,9.833264549147213,2025-08-31 09:49:59.752376929,0
INC109235,2025-03-29,1 - Critical,Canceled,Security,user081,cmdb_ci_db_instance,Laptop will not boot,7.715018258824332,2025-03-29 07:42:54.065731767,0
INC109236,2025-08-03,2 - High,In Progress,App Dev,user311,cmdb_ci_server,Laptop will not boot,8.646454345656203,,0
INC109237,2025-04-02,4 - Low,In Progress,App Dev,user597,cmdb_ci_network,Network latency issues,7.251153000051376,2025-04-02 07:15:04.150800184,0
INC109238,2025-08-23,2 - High,Closed,IT Support,user449,cmdb_ci_server,User cannot access ServiceNow,6.949808166361704,2025-08-23 06:56:59.309398902,0
INC109239,2025-07-03,4 - Low,In Progress,IT Support,user016,cmdb_ci_network,Network latency issues,2.4167057217814474,2025-07-03 02:25:00.140598413,0
INC109240,2025-02-07,4 - Low,In Progress,IT Support,user406,cmdb_ci_network,Slow database performance,8.018083144446031,2025-02-07 08:01:05.099320005,0
INC109241,2025-05-19,3 - Moderate,In Progress,Network,user343,cmdb_ci_network,Slow database performance,13.48471088337656,2025-05-19 13:29:04.959180155,0
INC109242,2025-07-14,3 - Moderate,In Progress,HR Tech,user148,cmdb_ci_app,Network latency issues,8.657989055050818,2025-07-14 08:39:28.760598182,0
INC109243,2025-01-15,3 - Moderate,New,Security,user384,cmdb_ci_app,Slow database performance,5.935565840732102,2025-01-15 05:56:08.037026635,0
INC109244,2025-09-14,3 - Moderate,Closed,IT Support,user433,cmdb_ci_app,Slow database performance,13.08738229205226,2025-09-14 13:05:14.576251388,0
INC109245,2025-05-15,3 - Moderate,In Progress,Security,user328,cmdb_ci_app,Email down,8.665841611344911,2025-05-15 08:39:57.029800841,0
INC109246,2025-01-01,3 - Moderate,New,App Dev,user361,cmdb_ci_db_instance,Application error 500,4.141061675638847,2025-01-01 04:08:27.822032299,0
INC109247,2025-02-18,1 - Critical,In Progress,HR Tech,user501,cmdb_ci_app,VPN unstable,13.065084726818212,,1
INC109248,2025-04-06,3 - Moderate,In Progress,HR Tech,user222,cmdb_ci_app,Laptop will not boot,5.111720358648108,2025-04-06 05:06:42.193291133,0
INC109249,2025-07-20,3 - Moderate,Resolved,Security,user578,cmdb_ci_app,Email down,3.06551958972839,2025-07-20 03:03:55.870523022,0
INC109250,2025-01-26,3 - Moderate,Resolved,App Dev,user574,cmdb_ci_network,Slow database performance,3.751694176475808,2025-01-26 03:45:06.099035312,0
INC109251,2025-08-23,4 - Low,In Progress,App Dev,user376,cmdb_ci_db_instance,Password reset requested,4.754154924204237,2025-08-23 04:45:14.957727135,0
INC109252,2025-09-01,2 - High,Closed,Network,user121,cmdb_ci_network,User cannot access ServiceNow,2.3011193846150904,2025-09-01 02:18:04.029784614,0
INC109253,2025-02-20,4 - Low,Resolved,IT Support,user160,cmdb_ci_network,Slow database performance,16.719163596694916,2025-02-20 16:43:08.988948101,0
INC109254,2025-03-22,3 - Moderate,Closed,App Dev,user467,cmdb_ci_network,Email down,1.5841800176766816,2025-03-22 01:35:03.048063636,0
INC109255,2025-02-05,3 - Moderate,In Progress,IT Support,user269,cmdb_ci_db_instance,Email down,10.71229375896177,2025-02-05 10:42:44.257532262,0
INC109256,2025-03-08,4 - Low,In Progress,IT Support,user170,cmdb_ci_db_instance,VPN unstable,8.962668376008448,2025-03-08 08:57:45.606153630,0
INC109257,2025-05-09,4 - Low,Resolved,Security,user175,cmdb_ci_app,Password reset requested,8.55993196837495,2025-05-09 08:33:35.755086149,0
INC109258,2025-06-04,3 - Moderate,On Hold,IT Support,user197,cmdb_ci_network,Slow database performance,9.814355064971444,2025-06-04 09:48:51.678233897,0
INC109259,2025-09-02,3 - Moderate,In Progress,Security,user219,cmdb_ci_network,Password reset requested,6.377036258025795,,0
INC109260,2025-04-21,1 - Critical,Canceled,HR Tech,user444,cmdb_ci_db_instance,Application error 500,10.745294001153692,2025-04-21 10:44:43.058404153,0
INC109261,2025-06-17,3 - Moderate,Closed,App Dev,user445,cmdb_ci_db_instance,Application error 500,6.79964224444068,,0
INC109262,2025-05-22,4 - Low,In Progress,Security,user570,cmdb_ci_network,Laptop will not boot,5.49633927431265,2025-05-22 05:29:46.821387525,0
INC109263,2025-07-16,2 - High,Closed,Network,user250,cmdb_ci_app,Network latency issues,2.5498294095042486,2025-07-16 02:32:59.385874215,0
INC109264,2025-04-19,1 - Critical,Resolved,Security,user537,cmdb_ci_db_instance,Network latency issues,9.22376347515326,2025-04-19 09:13:25.548510551,0
INC109265,2025-03-20,3 - Moderate,New,IT Support,user583,cmdb_ci_db_instance,Network latency issues,9.343771603439237,2025-03-20 09:20:37.577772381,0
INC109266,2025-06-10,3 - Moderate,In Progress,Network,user380,cmdb_ci_db_instance,VPN unstable,7.238536170579008,2025-06-10 07:14:18.730214084,0
INC109267,2025-01-19,3 - Moderate,New,IT Support,user573,cmdb_ci_network,Password reset requested,12.27815812902457,2025-01-19 12:16:41.369264488,0
INC109268,2025-05-07,3 - Moderate,New,Network,user027,cmdb_ci_network,Email down,15.282498885596231,2025-05-07 15:16:56.995988146,0
INC109269,2025-07-24,3 - Moderate,In Progress,Security,user187,cmdb_ci_network,Slow database performance,4.926355391493107,2025-07-24 04:55:34.879409375,0
INC109270,2025-01-29,3 - Moderate,On Hold,IT Support,user540,cmdb_ci_app,User cannot access ServiceNow,11.012465903172666,2025-01-29 11:00:44.877251421,0
INC109271,2025-07-26,3 - Moderate,In Progress,Security,user162,cmdb_ci_network,Email down,2.50893438043976,,0
INC109272,2025-10-07,4 - Low,In Progress,App Dev,user085,cmdb_ci_network,Laptop will not boot,7.616054699557311,2025-10-07 07:36:57.796918406,0
INC109273,2025-05-31,4 - Low,In Progress,Network,user047,cmdb_ci_network,Application error 500,6.416240100169072,2025-05-31 06:24:58.464360608,0
INC109274,2025-08-28,3 - Moderate,In Progress,HR Tech,user517,cmdb_ci_db_instance,Network latency issues,12.508665462588878,2025-08-28 12:30:31.195665319,0
INC109275,2025-09-23,2 - High,In Progress,HR Tech,user320,cmdb_ci_server,Password reset requested,5.230563417030186,2025-09-23 05:13:50.028301308,0
INC109276,2025-07-01,3 - Moderate,In Progress,Security,user273,cmdb_ci_db_instance,VPN unstable,15.804349986598924,2025-07-01 15:48:15.659951756,0
INC109277,2025-04-15,4 - Low,Resolved,Network,user057,cmdb_ci_app,User cannot access ServiceNow,6.147892930316621,,0
INC109278,2025-08-24,3 - Moderate,New,Network,user313,cmdb_ci_server,Password reset requested,2.548310272791125,2025-08-24 02:32:53.916982048,0
INC109279,2025-06-22,4 - Low,In Progress,Security,user560,cmdb_ci_server,Application error 500,1.746325658626389,2025-06-22 01:44:46.772371055,0
INC109280,2025-06-07,3 - Moderate,Closed,HR Tech,user344,cmdb_ci_app,Email down,11.749956563273804,,0
INC109281,2025-06-21,4 - Low,In Progress,App Dev,user402,cmdb_ci_network,User cannot access ServiceNow,2.2985509023092634,2025-06-21 02:17:54.783248313,0
INC109282,2025-06-06,1 - Critical,In Progress,HR Tech,user498,cmdb_ci_db_instance,Password reset requested,10.102581940360055,2025-06-06 10:06:09.294985296,0
INC109283,2025-09-15,3 - Moderate,New,IT Support,user298,cmdb_ci_app,Password reset requested,11.60360259700604,2025-09-15 11:36:12.969349221,0
INC109284,2025-06-13,3 - Moderate,Resolved,HR Tech,user085,cmdb_ci_app,User cannot access ServiceNow,4.087614555376181,2025-06-13 04:05:15.412399354,0
INC109285,2025-05-27,4 - Low,Closed,IT Support,user289,cmdb_ci_app,Network latency issues,8.821801089361385,2025-05-27 08:49:18.483921700,0
INC109286,2025-06-03,3 - Moderate,In Progress,IT Support,user168,cmdb_ci_server,Network latency issues,19.203094141127647,2025-06-03 19:12:11.138908059,0
INC109287,2025-02-07,2 - High,In Progress,App Dev,user165,cmdb_ci_db_instance,Network latency issues,6.525749070037341,2025-02-07 06:31:32.696652134,0
INC109288,2025-05-11,4 - Low,Resolved,App Dev,user488,cmdb_ci_app,User cannot access ServiceNow,1.9284216576318776,2025-05-11 01:55:42.317967474,0
INC109289,2025-09-12,3 - Moderate,New,HR Tech,user587,cmdb_ci_db_instance,Network latency issues,4.614778532944562,2025-09-12 04:36:53.202718600,0
INC109290,2025-07-27,2 - High,Closed,Security,user540,cmdb_ci_server,Laptop will not boot,20.77010022679869,2025-07-27 20:46:12.360816475,1
INC109291,2025-04-05,3 - Moderate,On Hold,HR Tech,user107,cmdb_ci_db_instance,Slow database performance,12.215958609278582,2025-04-05 12:12:57.450993402,0
INC109292,2025-06-20,3 - Moderate,In Progress,App Dev,user430,cmdb_ci_app,VPN unstable,2.8273386787345576,2025-06-20 02:49:38.419243444,0
INC109293,2025-09-07,3 - Moderate,In Progress,IT Support,user091,cmdb_ci_server,VPN unstable,15.030846282727415,2025-09-07 15:01:51.046617818,0
INC109294,2025-07-09,4 - Low,In Progress,IT Support,user253,cmdb_ci_server,Slow database performance,15.58299819510332,2025-07-09 15:34:58.793502371,0
INC109295,2025-07-18,3 - Moderate,In Progress,Security,user555,cmdb_ci_server,Laptop will not boot,5.279561711057648,2025-07-18 05:16:46.422159807,0
INC109296,2025-08-09,3 - Moderate,Resolved,HR Tech,user567,cmdb_ci_server,Slow database performance,2.467300339560671,2025-08-09 02:28:02.281222418,0
INC109297,2025-01-24,2 - High,In Progress,Security,user533,cmdb_ci_app,Application error 500,14.187927882260118,2025-01-24 14:11:16.540376136,1
INC109298,2025-09-01,3 - Moderate,In Progress,Security,user431,cmdb_ci_app,Email down,22.493376335904596,2025-09-01 22:29:36.154809256,0
INC109299,2025-05-08,2 - High,In Progress,HR Tech,user307,cmdb_ci_network,Slow database performance,4.174199733485179,2025-05-08 04:10:27.119040546,0
INC109300,2025-04-03,2 - High,Closed,Network,user413,cmdb_ci_db_instance,Application error 500,11.750009987706164,2025-04-03 11:45:00.035955742,0
INC109301,2025-10-27,2 - High,In Progress,HR Tech,user016,cmdb_ci_server,Email down,4.258095527588941,2025-10-27 04:15:29.143899320,0
INC109302,2025-05-13,1 - Critical,New,Security,user324,cmdb_ci_db_instance,Password reset requested,4.114550833585789,2025-05-13 04:06:52.383000908,0
INC109303,2025-02-24,2 - High,In Progress,Network,user345,cmdb_ci_server,Slow database performance,8.840345744159068,2025-02-24 08:50:25.244678972,0
INC109304,2025-06-07,3 - Moderate,In Progress,Security,user581,cmdb_ci_db_instance,VPN unstable,3.74975666699745,,0
INC109305,2025-01-29,2 - High,Closed,Security,user147,cmdb_ci_db_instance,VPN unstable,7.086207885264424,2025-01-29 07:05:10.348386951,0
INC109306,2025-07-30,2 - High,On Hold,Security,user542,cmdb_ci_app,Network latency issues,15.908813838306752,2025-07-30 15:54:31.729817904,1
INC109307,2025-06-03,4 - Low,In Progress,IT Support,user028,cmdb_ci_network,Password reset requested,2.073307932730851,2025-06-03 02:04:23.908557831,0
INC109308,2025-10-20,3 - Moderate,Canceled,HR Tech,user067,cmdb_ci_server,Password reset requested,12.767085589127394,2025-10-20 12:46:01.508120858,0
INC109309,2025-08-10,3 - Moderate,In Progress,App Dev,user576,cmdb_ci_network,Laptop will not boot,8.36767305760395,2025-08-10 08:22:03.623007374,0
INC109310,2025-04-25,2 - High,Resolved,IT Support,user570,cmdb_ci_db_instance,Password reset requested,9.903959018449692,2025-04-25 09:54:14.252466418,0
INC109311,2025-06-07,3 - Moderate,Resolved,HR Tech,user509,cmdb_ci_db_instance,Application error 500,7.826564280398181,2025-06-07 07:49:35.631409433,0
INC109312,2025-09-16,3 - Moderate,On Hold,IT Support,user435,cmdb_ci_server,Laptop will not boot,17.33281975887977,,0
INC109313,2025-09-08,3 - Moderate,In Progress,HR Tech,user326,cmdb_ci_network,Network latency issues,9.530751002864871,,0
INC109314,2025-05-02,3 - Moderate,Closed,Network,user001,cmdb_ci_db_instance,Password reset requested,5.626705032632884,2025-05-02 05:37:36.138117478,0
INC109315,2025-10-26,3 - Moderate,On Hold,App Dev,user592,cmdb_ci_server,Application error 500,8.389818120878363,2025-10-26 08:23:23.345235162,0
INC109316,2025-09-20,4 - Low,In Progress,Network,user216,cmdb_ci_network,User cannot access ServiceNow,5.399529972806382,,0
